Состояние и загрязнение почвы;"Площади зон хронического загрязнения почв токсикантами промышленного происхождения, % от площади региона";R401000320;процент;29;Москва;регион;2019;45000000;45000000;"60,1";"Для некоторых регионов, о площадях загрязнения почв в которых нет точных данных, указан уровень загрязнения
Институт глобального климата и экологии им. академика Ю. А. Израэля: монография «Загрязнение окружающей среды в регионах России в начале XXI века»"
Состояние и загрязнение почвы;"Площади зон хронического загрязнения почв токсикантами промышленного происхождения, % от площади региона";R401000320;процент;30;Московская область;регион;2019;46000000;46000000;"60,1";"Для некоторых регионов, о площадях загрязнения почв в которых нет точных данных, указан уровень загрязнения
Институт глобального климата и экологии им. академика Ю. А. Израэля: монография «Загрязнение окружающей среды в регионах России в начале XXI века»"
Состояние и загрязнение почвы;"Площади зон хронического загрязнения почв токсикантами промышленного происхождения, % от площади региона";R401000320;процент;83;Тульская область;регион;2019;70000000;70000000;"59,6";"Для некоторых регионов, о площадях загрязнения почв в которых нет точных данных, указан уровень загрязнения
Институт глобального климата и экологии им. академика Ю. А. Израэля: монография «Загрязнение окружающей среды в регионах России в начале XXI века»"
Состояние и загрязнение почвы;"Площади зон хронического загрязнения почв токсикантами промышленного происхождения, % от площади региона";R401000320;процент;90;Челябинская область;регион;2019;75000000;75000000;34;"Для некоторых регионов, о площадях загрязнения почв в которых нет точных данных, указан уровень загрязнения
Институт глобального климата и экологии им. академика Ю. А. Израэля: монография «Загрязнение окружающей среды в регионах России в начале XXI века»"
Состояние и загрязнение почвы;"Площади зон хронического загрязнения почв токсикантами промышленного происхождения, % от площади региона";R401000320;процент;7;Владимирская область;регион;2019;17000000;17000000;"30,2";"Для некоторых регионов, о площадях загрязнения почв в которых нет точных данных, указан уровень загрязнения
Институт глобального климата и экологии им. академика Ю. А. Израэля: монография «Загрязнение окружающей среды в регионах России в начале XXI века»"
Состояние и загрязнение почвы;"Площади зон хронического загрязнения почв токсикантами промышленного происхождения, % от площади региона";R401000320;процент;63;Республика Хакасия;регион;2019;95000000;95000000;"28,7";"Для некоторых регионов, о площадях загрязнения почв в которых нет точных данных, указан уровень загрязнения
Институт глобального климата и экологии им. академика Ю. А. Израэля: монография «Загрязнение окружающей среды в регионах России в начале XXI века»"
Состояние и загрязнение почвы;"Площади зон хронического загрязнения почв токсикантами промышленного происхождения, % от площади региона";R401000320;процент;68;Рязанская область;регион;2019;61000000;61000000;27;"Для некоторых регионов, о площадях загрязнения почв в которых нет точных данных, указан уровень загрязнения
Институт глобального климата и экологии им. академика Ю. А. Израэля: монография «Загрязнение окружающей среды в регионах России в начале XXI века»"
Состояние и загрязнение почвы;"Площади зон хронического загрязнения почв токсикантами промышленного происхождения, % от площади региона";R401000320;процент;19;Кемеровская область;регион;2019;32000000;32000000;"25,4";"Для некоторых регионов, о площадях загрязнения почв в которых нет точных данных, указан уровень загрязнения
Институт глобального климата и экологии им. академика Ю. А. Израэля: монография «Загрязнение окружающей среды в регионах России в начале XXI века»"
Состояние и загрязнение почвы;"Площади зон хронического загрязнения почв токсикантами промышленного происхождения, % от площади региона";R401000320;процент;67;Ростовская область;регион;2019;60000000;60000000;"25,1";"Для некоторых регионов, о площадях загрязнения почв в которых нет точных данных, указан уровень загрязнения
Институт глобального климата и экологии им. академика Ю. А. Израэля: монография «Загрязнение окружающей среды в регионах России в начале XXI века»"
Состояние и загрязнение почвы;"Площади зон хронического загрязнения почв токсикантами промышленного происхождения, % от площади региона";R401000320;процент;73;Свердловская область;регион;2019;65000000;65000000;"21,6";"Для некоторых регионов, о площадях загрязнения почв в которых нет точных данных, указан уровень загрязнения
Институт глобального климата и экологии им. академика Ю. А. Израэля: монография «Загрязнение окружающей среды в регионах России в начале XXI века»"
Состояние и загрязнение почвы;"Площади зон хронического загрязнения почв токсикантами промышленного происхождения, % от площади региона";R401000320;процент;59;Республика Северная Осетия — Алания;регион;2019;90000000;90000000;"21,3";"Для некоторых регионов, о площадях загрязнения почв в которых нет точных данных, указан уровень загрязнения
Институт глобального климата и экологии им. академика Ю. А. Израэля: монография «Загрязнение окружающей среды в регионах России в начале XXI века»"
Состояние и загрязнение почвы;"Площади зон хронического загрязнения почв токсикантами промышленного происхождения, % от площади региона";R401000320;процент;14;Ивановская область;регион;2019;24000000;24000000;"17,5";"Для некоторых регионов, о площадях загрязнения почв в которых нет точных данных, указан уровень загрязнения
Институт глобального климата и экологии им. академика Ю. А. Израэля: монография «Загрязнение окружающей среды в регионах России в начале XXI века»"
Состояние и загрязнение почвы;"Площади зон хронического загрязнения почв токсикантами промышленного происхождения, % от площади региона";R401000320;процент;27;Липецкая область;регион;2019;42000000;42000000;"17,5";"Для некоторых регионов, о площадях загрязнения почв в которых нет точных данных, указан уровень загрязнения
Институт глобального климата и экологии им. академика Ю. А. Израэля: монография «Загрязнение окружающей среды в регионах России в начале XXI века»"
Состояние и загрязнение почвы;"Площади зон хронического загрязнения почв токсикантами промышленного происхождения, % от площади региона";R401000320;процент;78;Смоленская область;регион;2019;66000000;66000000;"17,5";"Для некоторых регионов, о площадях загрязнения почв в которых нет точных данных, указан уровень загрязнения
Институт глобального климата и экологии им. академика Ю. А. Израэля: монография «Загрязнение окружающей среды в регионах России в начале XXI века»"
Состояние и загрязнение почвы;"Площади зон хронического загрязнения почв токсикантами промышленного происхождения, % от площади региона";R401000320;процент;69;Самарская область;регион;2019;36000000;36000000;17;"Для некоторых регионов, о площадях загрязнения почв в которых нет точных данных, указан уровень загрязнения
Институт глобального климата и экологии им. академика Ю. А. Израэля: монография «Загрязнение окружающей среды в регионах России в начале XXI века»"
Состояние и загрязнение почвы;"Площади зон хронического загрязнения почв токсикантами промышленного происхождения, % от площади региона";R401000320;процент;94;Ярославская область;регион;2019;78000000;78000000;17;"Для некоторых регионов, о площадях загрязнения почв в которых нет точных данных, указан уровень загрязнения
Институт глобального климата и экологии им. академика Ю. А. Израэля: монография «Загрязнение окружающей среды в регионах России в начале XXI века»"
Состояние и загрязнение почвы;"Площади зон хронического загрязнения почв токсикантами промышленного происхождения, % от площади региона";R401000320;процент;81;Тверская область;регион;2019;28000000;28000000;"15,3";"Для некоторых регионов, о площадях загрязнения почв в которых нет точных данных, указан уровень загрязнения
Институт глобального климата и экологии им. академика Ю. А. Израэля: монография «Загрязнение окружающей среды в регионах России в начале XXI века»"
Состояние и загрязнение почвы;"Площади зон хронического загрязнения почв токсикантами промышленного происхождения, % от площади региона";R401000320;процент;16;Калининградская область;регион;2019;27000000;27000000;"15,2";"Для некоторых регионов, о площадях загрязнения почв в которых нет точных данных, указан уровень загрязнения
Институт глобального климата и экологии им. академика Ю. А. Израэля: монография «Загрязнение окружающей среды в регионах России в начале XXI века»"
Состояние и загрязнение почвы;"Площади зон хронического загрязнения почв токсикантами промышленного происхождения, % от площади региона";R401000320;процент;17;Калужская область;регион;2019;29000000;29000000;"14,4";"Для некоторых регионов, о площадях загрязнения почв в которых нет точных данных, указан уровень загрязнения
Институт глобального климата и экологии им. академика Ю. А. Израэля: монография «Загрязнение окружающей среды в регионах России в начале XXI века»"
Состояние и загрязнение почвы;"Площади зон хронического загрязнения почв токсикантами промышленного происхождения, % от площади региона";R401000320;процент;60;Республика Татарстан;регион;2019;92000000;92000000;"14,4";"Для некоторых регионов, о площадях загрязнения почв в которых нет точных данных, указан уровень загрязнения
Институт глобального климата и экологии им. академика Ю. А. Израэля: монография «Загрязнение окружающей среды в регионах России в начале XXI века»"
